,No.,GaodeLng,GaodeLat,housing_price,compact,open,large_low_rise,UGS,Distance,T20200518,T20210725,T20210324,T20191002,T20190904,T20221020,T20190306,T20230809,T20211221,T20191031,T20220522,T20200610,T20210505,T20200129,T20220410,T20220628,T20220406,T20200202,T20221125,T20230412,T20220611,T20210427,T20230408,T20211125,T20190707,T20220505,T20220702,T20230804,T20190610,T20191018,T20210212,T20210613,T20230915,T20210530,T20210501,T20190815,T20220928,T20200902,T20220501,T20220530,T20220526,T20230612,T20210328,T20200324,District_id,Dist_1,Dist_2,Dist_3,Dist_4,Dist_5,Dist_6,Dist_7,Dist_8
1118,1119,113.795282,34.8427214,2.041739063,0.0,55.81787906,28.3218512,18.86875439,15.91292626,19.24798005,35.77962658,14.78131104,32.64443875,27.75509852,25.7006476,,33.04237948,18.94680573,,30.6552886,37.28572802,20.89480068,,33.98912964,36.31931348,24.16308882,,16.47340192,,31.51281444,28.23250484,22.1037162,12.1380646,28.69450607,24.39475613,34.47557589,46.22672439,,11.89876941,,,25.25065779,37.45211866,25.68596708,33.32150447,35.20309298,31.44987958,20.46391875,41.74540909,35.67494356,,24.74572927,19.94598062,4,0,0,0,1,0,0,0,0
1119,1120,113.801094,34.84178305,2.049290227,0.0,94.67858371,0.0,30.93156764,16.27010469,19.51175556,35.2198807,14.99717626,31.85160571,27.19593076,25.19679884,,33.13947887,19.03080023,,30.69561526,36.62168401,21.03126382,,33.16506861,36.77584403,23.40163136,,16.57373312,,31.36980006,27.77075615,21.59595422,12.61167367,27.7823822,24.37125492,34.2961706,46.29807509,,11.9764284,,,25.34372453,35.42782808,25.31857684,34.05617958,34.81113842,31.43259722,20.20864755,40.83137989,35.08679482,,24.84568466,20.21463032,4,0,0,0,1,0,0,0,0
1120,1121,113.6867188,34.7883781,1.227305612,52.52560098,45.38438527,1.045013767,10.47259714,4.616455226,22.20245918,,15.89510009,34.11741356,29.25907509,22.99488239,10.4037741,33.06379893,19.49037881,,31.92358851,32.13349536,22.03863087,,33.2371847,39.76019479,23.73994494,15.24563007,16.84102042,,31.65478784,29.91463442,20.03408289,14.47190548,29.37845474,24.91513926,34.62623203,49.56471223,40.80895936,13.20630203,9.443728259,13.34231333,26.43248349,41.39696821,26.57716765,36.65605578,35.29370965,32.91206584,24.14764499,45.42640335,37.06786687,31.55770919,26.71062626,22.11453401,4,0,0,0,1,0,0,0,0
1121,1122,113.6869899,34.79322862,0.757580719,32.94987877,53.62540011,11.33481048,12.4543812,5.088114143,21.69522892,,15.74850578,33.42913113,29.01861476,24.44988237,10.29744845,31.84967841,19.02565808,,31.43224283,31.26266655,21.97013054,,32.96381167,39.10303682,23.36538086,15.0718925,16.4052557,,31.62988049,29.02203886,20.15950495,14.01663094,28.94367768,24.63603399,34.1688743,49.19940521,37.93168394,13.1939062,9.226709051,13.27250671,26.43246953,40.38367059,26.34766228,36.65742598,34.94355001,32.70549699,23.59333952,45.26238251,36.39000587,30.23190147,26.15775566,21.38825607,4,0,0,0,1,0,0,0,0
1122,1123,113.6842072,34.79303275,0.922358455,39.35585224,56.55929991,3.039847817,15.85239325,4.946152263,21.80025501,,15.95688057,33.24120192,28.72308829,23.92019519,10.13582795,32.26350632,19.10648562,,31.35906426,30.77476719,21.66354579,,33.25444901,39.0503661,23.3000061,14.99304412,16.56873969,,31.5445405,28.75676566,19.8615555,14.25889474,28.60157843,24.48202945,34.06849622,49.22327452,37.53013376,13.16032112,9.283397376,13.1873985,26.88709713,40.30242882,25.92824588,36.76937482,34.92800503,32.42510538,23.38887302,45.25013339,36.23273956,30.41983705,26.15562992,21.72761449,4,0,0,0,1,0,0,0,0
1123,1124,113.6836116,34.78917979,1.758971867,45.7433228,49.00343485,4.208243149,12.35072636,4.544508049,22.03516201,,15.90888271,33.62220851,28.96292664,23.49456285,10.23693888,33.91750669,19.25398245,,31.52623437,31.05414408,21.73447755,,33.65804395,39.40387475,23.48763123,15.10233177,16.60405722,,31.28210487,29.29917145,19.33052578,14.21235261,29.03453419,24.60365481,34.20813065,49.04768966,38.78500467,13.16506958,9.356582949,13.3441747,26.72709598,41.19654978,26.25825729,36.71755348,34.90099306,32.73311489,23.64911893,45.19613228,36.55667171,31.12732036,26.84937992,21.96250381,4,0,0,0,1,0,0,0,0
1124,1125,113.6961718,34.79325032,3.085290898,29.06698723,61.4021405,7.441024912,13.01815414,5.558912595,21.20162528,,15.67225571,32.93667334,28.55621603,25.52531452,,33.50797659,18.31199352,,31.03919784,32.0006838,21.46848809,,32.99532231,37.92736433,22.87679919,13.86272233,15.77882698,,30.83667162,28.08806621,19.84818715,13.53150482,28.44242944,24.17585524,33.68370942,47.44158561,37.3425378,13.15563145,9.107149833,12.25146782,25.44778442,40.11153514,25.68763065,35.47418445,33.56749126,32.46900578,22.88875637,44.11211703,35.56472203,29.19547321,25.52407875,21.04084673,4,0,0,0,1,0,0,0,0
1125,1126,113.6963542,34.78808237,0.471281269,51.63872892,32.68607954,15.67518992,6.77911052,5.127376007,21.49708132,,15.63721158,33.72000694,29.28801713,24.85554015,10.24400635,33.3067306,18.81810847,,31.42824607,32.26712822,22.09671419,,33.30342282,38.3085959,23.17906218,14.79013177,16.19550533,,30.66938507,29.22359097,20.32267958,13.83820509,29.37523015,24.63163788,34.19613075,47.70611275,40.07124736,13.28544829,9.329534912,12.60565915,,41.4850688,26.26613083,36.35279189,34.32635901,33.21987991,23.31491262,44.87969069,36.18914136,29.82600612,26.16481578,21.4905024,4,0,0,0,1,0,0,0,0
1126,1127,113.6878374,34.7951112,1.446421018,30.42637696,56.0144494,12.5142662,10.0278953,5.307932229,21.4138298,,15.55440766,33.06713123,28.86675587,25.16379523,10.35572161,31.32790174,18.9128809,,31.2310125,30.9618232,21.91572031,,33.31638088,38.69368701,23.23286277,15.02627886,16.1597559,,31.33563118,29.0374433,20.31860474,13.65288067,28.7107563,24.52720703,33.93763046,48.81588771,36.7127747,13.24528665,9.07928113,13.19300537,26.34672154,39.82506957,26.41026132,36.0898818,34.53225632,32.61116028,23.36271082,45.15275726,36.13600616,29.12368999,25.57000675,21.06375599,4,0,0,0,1,0,0,0,0
1127,1128,113.6889801,34.79134412,1.167833409,37.21362299,48.15706535,13.58431293,9.568205404,5.005250966,21.763128,,15.6468993,33.72259729,29.36817746,24.32516195,10.39912923,31.37848531,18.97513027,,31.49770853,32.088227,22.07788067,,32.79585008,39.25194151,23.5924912,15.2431743,16.46598115,,31.63937455,29.60941749,20.29803917,14.05277276,29.33398343,24.83397148,34.33931363,48.86937481,39.78152562,13.1857563,9.344438691,13.34650574,26.02450829,40.98279137,26.59432927,36.55713062,35.0576313,32.73881235,23.83550529,45.30764657,36.58988033,30.76116494,26.20317315,21.54195649,4,0,0,0,1,0,0,0,0
1128,1129,113.6933131,34.78891238,2.047749295,42.90862999,42.48350507,14.60786384,8.304085596,5.018505583,21.58064779,,15.61321588,33.65554023,29.26107481,24.58288174,10.33373558,32.23280948,18.88132712,,31.33642175,32.05588046,22.17713089,,33.31463203,38.58132608,23.26359145,15.08837238,16.37422739,,30.91403256,29.44843379,20.3238248,14.03531562,29.24088306,24.65209191,34.17175617,47.4954458,40.35214406,13.2654774,9.454380353,12.65095811,,41.18454112,26.38346604,36.1688894,34.49988358,32.87213001,23.58690079,44.64899948,36.10366954,30.12933926,25.75722146,21.49913177,4,0,0,0,1,0,0,0,0
1129,1130,113.6873474,34.79279145,0.479931726,34.11998461,51.65534451,12.14236473,11.66456253,5.062789346,21.72359603,,15.7360927,33.48354629,29.06714986,24.39575672,10.31286434,31.74758218,19.01162037,,31.46786806,31.52583258,21.98665131,,32.89353494,39.10153933,23.4472559,15.09738083,16.41969117,,31.64812042,29.11966021,20.18733851,14.03227013,29.05152661,24.69241809,34.2232977,49.20604472,38.36536156,13.20161193,9.25593919,13.32898106,26.40492854,40.56836015,26.41808286,36.65062605,34.99000578,32.73673569,23.63385711,45.29408189,36.42208114,30.46453279,26.21813049,21.43956541,4,0,0,0,1,0,0,0,0
1130,1131,113.6901895,34.78976269,1.340453026,41.0014754,46.78501745,11.16850472,8.06061337,4.922191653,21.85252332,,15.6652262,33.81175518,29.33124156,24.06988184,10.40616158,31.49708939,19.00170284,,31.65087587,32.14813863,22.06000557,,33.03067322,39.23590362,23.51323686,15.29185806,16.55571998,,31.43845533,29.63661556,20.37772375,14.2452264,29.35298924,24.80366833,34.42089245,48.44450196,40.65025529,13.17438202,9.411687548,13.12878107,25.87684953,41.05102597,26.39988384,36.43494444,34.9932153,32.81237432,23.81813107,44.93629484,36.53641841,30.75883035,25.97435386,21.70213203,4,0,0,0,1,0,0,0,0
1131,1132,113.6790904,34.79499105,1.719187747,24.11723627,68.90066332,6.982101507,14.21714046,4.948446021,21.59302372,33.27326078,15.96863098,33.14488144,28.46443,25.47460236,10.12400513,32.35172206,19.09863071,,31.02208283,29.82535865,21.48553239,,34.43638506,38.83339678,23.32702637,15.38143523,16.32100487,,31.02242871,29.12698671,20.25242683,14.24713001,28.62801878,24.4617037,33.83268067,48.97922486,36.54875431,13.17808049,9.368716086,13.65167448,27.13177838,39.51241042,25.92747498,35.58817719,34.9118803,32.90624775,23.29113827,44.31845377,35.63188114,29.25696908,25.62333785,21.59629524,4,0,0,0,1,0,0,0,0
1132,1133,113.6885679,34.78962061,1.529139129,47.56758644,44.95907648,6.428337292,9.175876371,4.8249161,22.03696304,,15.76271105,33.83987794,29.30272288,23.53025827,10.38629465,32.15304997,19.24725609,,31.79113865,32.0663686,22.04623164,,32.87783194,39.52823359,23.60950699,15.30723869,16.66852522,,31.63630431,29.67514823,20.19286325,14.35563087,29.3907482,24.91407945,34.56108842,48.99153035,40.63775673,13.19855965,9.407612336,13.25939381,26.23294108,41.01101878,26.42150803,36.75827799,35.12739686,32.72157789,23.90522507,45.21795692,36.77062988,31.24535107,26.46363029,21.87420353,4,0,0,0,1,0,0,0,0
1133,1134,113.6854614,34.79213944,2.424911257,42.04993807,50.14999977,6.755063195,13.58997936,4.913781334,21.92288017,,15.90395704,33.44255303,28.97863197,23.64321362,10.22116941,32.31556193,19.2539573,,31.53939047,31.31392131,21.85315018,,32.99301193,39.28496755,23.42713089,15.04912543,16.59214485,,31.66413174,28.95703602,19.92310451,14.2613097,28.99956642,24.66533915,34.27981509,49.43396378,38.6626169,13.17478607,9.281357224,13.299763,26.74524632,40.66482224,26.20874217,37.00824282,35.08925514,32.60743275,23.56748953,45.32975479,36.52938843,30.80133435,26.59604285,21.75468889,4,0,0,0,1,0,0,0,0
1134,1135,113.6819803,34.78887206,1.800108988,44.47602029,46.81079224,7.668188902,12.45731596,4.442647112,21.87088493,,15.838827,33.50648508,28.84013214,24.27354972,10.18748925,34.76245981,19.05506784,,31.34255375,30.65839775,21.69671554,,34.09990438,39.09061554,23.33906296,15.1425835,16.49692329,,30.94598178,29.0883794,19.12052477,14.13298821,28.95075183,24.59079702,33.88600578,48.52196724,37.55185785,13.12738152,9.346082277,13.16200562,26.79591801,41.06359211,26.21321746,36.4631321,34.86031593,32.69190192,23.53137112,44.66482167,36.17076063,30.83317025,26.84937199,21.84861079,4,0,0,0,1,0,0,0,0
1135,1136,113.6852035,34.79480214,1.739839299,35.04640267,57.62372464,6.284964011,15.25567784,5.162425583,21.62338237,,15.82899888,33.01629639,28.60503951,24.43692381,10.14758301,32.47320923,18.99365599,,31.40925281,30.60575888,21.6917769,,33.54577461,38.86846836,23.1393732,15.00774187,16.35671258,,31.43753673,28.7737038,20.17244441,14.02225513,28.55534732,24.48329722,33.98988094,49.02211159,36.81654655,13.25466055,9.167051835,13.12698825,26.83624967,39.75138168,25.99688339,36.39430894,34.78152466,32.40361479,23.353402,45.08874896,36.14617958,29.7183396,25.7166317,21.38069757,4,0,0,0,1,0,0,0,0
1136,1137,113.6774628,34.78815513,2.626576677,41.8269865,45.21221039,12.96080367,10.6683406,4.190735073,21.84363079,,15.6569235,33.95000652,28.67097876,25.97671393,10.14187946,35.58819025,18.9042201,,31.42988148,30.67359303,21.77163124,,34.9047434,38.43058673,23.33013283,15.40225563,16.41012976,,30.66304441,29.37671702,18.9246022,14.29663162,28.96304495,24.54075718,33.52457419,48.81273351,35.0018404,13.13124871,9.373005104,13.24715097,26.80441531,40.81478652,26.14874016,36.24851544,35.32056479,32.50736539,23.24418235,44.11163139,35.84938495,30.33000615,26.3895052,21.8708733,4,0,0,0,1,0,0,0,0
1137,1138,113.6805521,34.79312628,0.599079654,25.61690285,71.19839455,3.184703794,18.04477091,4.809633236,21.68889382,32.625,15.98296159,33.34000702,28.33310788,24.99944689,10.12607359,31.37267456,19.05654964,,31.08951277,29.74343458,21.37717481,,34.06241269,38.52380585,23.1753487,15.18975868,16.61882389,,30.87247646,28.87950459,19.99692425,14.38255244,28.42925181,24.34949909,33.61360803,48.65414647,36.39126935,13.12468942,9.391043882,13.60720703,27.08200626,39.88127098,25.59350739,35.82177812,35.1426635,32.66670088,23.22025547,44.28342376,35.64258465,29.35676871,25.6710043,21.81188049,4,0,0,0,1,0,0,0,0
1138,1139,113.6979108,34.7913356,2.006368566,35.77886213,55.04253804,6.006964321,16.8463703,5.493524042,21.35324504,,15.7702535,33.14877187,28.63625546,25.21658894,,34.10066257,18.41481713,,31.33050329,32.12322636,21.66824552,,32.93050936,38.25275593,23.09410484,14.01340297,15.83139115,,30.88354994,28.24487794,20.0708835,13.57725468,28.85187014,24.42319087,33.97852448,47.579642,38.41289861,13.21820447,9.132279136,11.99267171,,40.72288151,25.78031722,35.82798168,33.8926321,33.00106186,23.03189356,44.44540974,35.90500488,29.51662152,25.76826562,21.20723284,4,0,0,0,1,0,0,0,0
1139,1140,113.6979108,34.7913356,1.743411994,35.77886213,55.04253804,6.006964321,16.8463703,5.493524042,21.35324504,,15.7702535,33.14877187,28.63625546,25.21658894,,34.10066257,18.41481713,,31.33050329,32.12322636,21.66824552,,32.93050936,38.25275593,23.09410484,14.01340297,15.83139115,,30.88354994,28.24487794,20.0708835,13.57725468,28.85187014,24.42319087,33.97852448,47.579642,38.41289861,13.21820447,9.132279136,11.99267171,,40.72288151,25.78031722,35.82798168,33.8926321,33.00106186,23.03189356,44.44540974,35.90500488,29.51662152,25.76826562,21.20723284,4,0,0,0,1,0,0,0,0
1140,1141,113.6765481,34.81932038,0.516007045,21.09326041,59.46155214,18.4950707,6.192086544,7.471228031,20.6148222,36.63758701,15.06776507,34.90308361,29.76338327,25.16241049,,31.37870873,19.45542681,24.65118588,31.82537937,37.89271675,21.95846714,,32.83298753,41.07747477,24.5613267,13.30329798,16.33641717,,33.30197902,31.1447091,22.03352865,13.58274365,29.6558726,25.08379501,35.383115,51.08901675,38.62024968,12.85400658,9.078003802,13.71182559,26.24876356,39.72146384,26.87744297,37.27629464,36.78786278,34.26118706,23.60094965,45.51088314,37.26438046,25.50231347,26.71279588,21.13652746,4,0,0,0,1,0,0,0,0
1141,1142,113.6775646,34.81730559,1.647525627,12.85475594,59.93091429,27.21433015,7.456118903,7.273919196,20.63888206,36.63187612,15.15119154,34.60270856,29.76595411,25.11875515,,31.89509583,19.35542361,,31.87392899,37.15484651,22.03658435,,33.18456413,40.72551451,24.63258726,13.54598135,16.42434692,,33.04429012,30.9697191,22.06947009,13.66000542,29.5320606,25.04909042,35.17357853,51.29300575,38.27514866,12.86255319,9.049654777,14.08610897,26.36208147,39.30233161,26.64686894,36.94112968,36.58590333,33.94785492,23.55446542,45.07880717,37.11740342,24.8104229,26.80691612,21.14750624,4,0,0,0,1,0,0,0,0
1142,1143,113.6775646,34.81730559,1.289961008,12.85475594,59.93091429,27.21433015,7.456118903,7.273919196,20.63888206,36.63187612,15.15119154,34.60270856,29.76595411,25.11875515,,31.89509583,19.35542361,,31.87392899,37.15484651,22.03658435,,33.18456413,40.72551451,24.63258726,13.54598135,16.42434692,,33.04429012,30.9697191,22.06947009,13.66000542,29.5320606,25.04909042,35.17357853,51.29300575,38.27514866,12.86255319,9.049654777,14.08610897,26.36208147,39.30233161,26.64686894,36.94112968,36.58590333,33.94785492,23.55446542,45.07880717,37.11740342,24.8104229,26.80691612,21.14750624,4,0,0,0,1,0,0,0,0
1143,1144,113.6775646,34.81730559,1.338179387,12.85475594,59.93091429,27.21433015,7.456118903,7.273919196,20.63888206,36.63187612,15.15119154,34.60270856,29.76595411,25.11875515,,31.89509583,19.35542361,,31.87392899,37.15484651,22.03658435,,33.18456413,40.72551451,24.63258726,13.54598135,16.42434692,,33.04429012,30.9697191,22.06947009,13.66000542,29.5320606,25.04909042,35.17357853,51.29300575,38.27514866,12.86255319,9.049654777,14.08610897,26.36208147,39.30233161,26.64686894,36.94112968,36.58590333,33.94785492,23.55446542,45.07880717,37.11740342,24.8104229,26.80691612,21.14750624,4,0,0,0,1,0,0,0,0
1144,1145,113.6830532,34.82000266,2.140161874,19.43919686,64.09104314,16.46975793,10.21847163,7.692910945,20.43323474,36.12108986,14.76532175,33.82325783,29.44247606,25.4548811,9.608184814,32.81972017,19.07821127,,31.27298713,36.75077013,21.80068913,,32.5511322,39.8676973,23.61646456,13.66913771,15.88593264,,32.40814285,30.22216318,21.53611998,13.01810716,29.60241476,24.97088184,35.00438615,49.56852972,36.05000814,12.86786772,8.655006409,13.49324125,25.85843491,37.74912352,26.28195517,36.29615944,34.97283746,33.39944742,23.2834237,44.0017789,36.12175827,26.90262291,25.63618663,21.02503711,4,0,0,0,1,0,0,0,0
1145,1146,113.6810796,34.81791645,1.783037474,18.68422417,57.77974693,23.53602936,7.223700371,7.420359813,20.54975673,36.18754076,14.94211515,33.92045311,29.46924697,25.01938827,,32.17992042,19.09338379,,31.56069697,36.29662053,21.93238068,,32.93538132,40.02343123,24.05000599,13.59596606,16.00143546,,32.55649913,30.58516957,21.42600627,13.31730105,29.3767668,24.96455225,34.93845744,50.10738851,36.92640564,12.91857834,8.741506958,13.81883556,26.22170445,38.10694543,26.34975231,36.69541384,35.59849071,33.59975739,23.47275,44.50078712,36.41832943,25.69096484,26.98412488,21.06636979,4,0,0,0,1,0,0,0,0
1146,1147,113.68466,34.81652045,0.994593759,25.65145534,57.8266771,16.52186878,6.724341682,7.368530218,20.36938114,35.99442182,14.8343454,33.71038151,28.97348383,25.16913204,9.710006714,34.11261495,18.8973619,,31.07917834,35.57608816,21.63679523,,33.67247537,39.37680373,23.92849655,13.76073179,15.95713158,,32.20500698,30.4019258,21.05987328,12.92752037,29.06159588,24.79025688,34.72814243,49.36385193,34.70364102,12.84686241,8.710443248,13.55771182,26.1155056,36.98200498,26.21126264,36.32258347,34.80184907,33.50157732,23.37321042,44.34367583,36.1730268,25.9581444,26.6011183,21.1092607,4,0,0,0,1,0,0,0,0
1147,1148,113.6782864,34.81680877,1.831072487,9.772198964,62.78217557,27.44562642,8.272841578,7.236000873,20.60673629,36.51806311,15.12818816,34.47887981,29.67535692,25.12640248,,31.96541742,19.3572178,,31.78605642,36.73425942,22.00897296,,33.22025642,40.57274095,24.58820053,13.62839124,16.39088833,,32.90987256,31.0100065,21.93883435,13.63382697,29.41489745,25.00590359,35.13268269,51.28827658,37.88025551,12.89360966,9.039514761,14.23204118,26.3731511,38.94012379,26.55207047,36.93658826,36.46546846,33.84225655,23.53215426,44.95632292,36.98419602,24.73874375,26.8772292,21.12302961,4,0,0,0,1,0,0,0,0
1148,1149,113.6775646,34.81730559,1.788918024,12.85475594,59.93091429,27.21433015,7.456118903,7.273919196,20.63888206,36.63187612,15.15119154,34.60270856,29.76595411,25.11875515,,31.89509583,19.35542361,,31.87392899,37.15484651,22.03658435,,33.18456413,40.72551451,24.63258726,13.54598135,16.42434692,,33.04429012,30.9697191,22.06947009,13.66000542,29.5320606,25.04909042,35.17357853,51.29300575,38.27514866,12.86255319,9.049654777,14.08610897,26.36208147,39.30233161,26.64686894,36.94112968,36.58590333,33.94785492,23.55446542,45.07880717,37.11740342,24.8104229,26.80691612,21.14750624,4,0,0,0,1,0,0,0,0
1149,1150,113.6823129,34.82536434,1.399627217,10.69078097,50.92809736,38.38112302,3.274397748,8.247406566,20.04903096,37.34160094,14.42932254,35.21229874,30.35137333,26.93468148,10.13345547,30.8549578,19.52769335,24.43111674,31.78000622,39.56810008,22.37870248,,32.04543879,40.97658442,25.01063432,13.45621359,16.06136501,,33.3062734,30.60776577,23.15182337,12.71529096,30.30189247,25.34069805,36.21440352,51.18054859,,12.60654143,,,25.62532905,39.61740885,27.67039529,36.52874508,36.39851874,34.34840129,23.69733576,45.65795557,37.40113258,28.69947184,25.49530815,20.97000691,4,0,0,0,1,0,0,0,0
1150,1151,113.6752287,34.81599336,1.183320174,10.91264383,59.07600023,28.33314748,10.09638426,7.084870444,20.55178749,36.87711634,15.25757032,34.67631561,29.45843506,25.34826603,9.890014648,33.26673029,19.60042212,24.06001282,31.85013184,37.01815231,22.1140317,,33.39478691,41.16333935,24.99633635,13.6350374,16.69257179,,33.43775784,31.40203559,22.63876423,13.737006,29.89963537,25.17440491,35.52682403,51.50452747,38.38656485,12.80925636,9.154820195,13.91364383,26.23752181,39.65574933,26.88806089,37.22102982,36.92986506,34.19102721,24.00361824,45.54101296,37.53806157,24.53875656,26.64164026,21.23710846,4,0,0,0,1,0,0,0,0
1151,1152,113.6576623,34.82699334,1.477046184,9.602149803,66.63200785,23.76584173,8.93964024,8.15240459,19.9328623,35.04562817,13.4872736,34.87588215,29.44123358,25.15945387,9.406184164,33.40929743,18.44044144,22.7300074,31.35250683,36.23036998,21.8283635,,34.8170873,39.99215776,24.51000654,13.48646757,15.80237923,,32.04580839,30.58032227,21.30649687,13.04245705,29.70883793,24.60962855,34.48950349,48.96660553,,12.78728928,,,26.40163059,37.94845689,26.8783608,35.95078046,35.32585518,33.22839242,22.8252844,44.72425613,36.27423839,27.62987378,26.70180801,20.70924334,4,0,0,0,1,0,0,0,0
1152,1153,113.6752287,34.81599336,1.54117828,10.91264383,59.07600023,28.33314748,10.09638426,7.084870444,20.55178749,36.87711634,15.25757032,34.67631561,29.45843506,25.34826603,9.890014648,33.26673029,19.60042212,24.06001282,31.85013184,37.01815231,22.1140317,,33.39478691,41.16333935,24.99633635,13.6350374,16.69257179,,33.43775784,31.40203559,22.63876423,13.737006,29.89963537,25.17440491,35.52682403,51.50452747,38.38656485,12.80925636,9.154820195,13.91364383,26.23752181,39.65574933,26.88806089,37.22102982,36.92986506,34.19102721,24.00361824,45.54101296,37.53806157,24.53875656,26.64164026,21.23710846,4,0,0,0,1,0,0,0,0
1153,1154,113.6817361,34.81335804,1.412349377,4.935141607,61.97945698,33.08540166,7.659540941,6.952326303,20.44898048,36.65245399,15.09326778,34.29824051,29.86963569,25.54975459,,33.85081113,19.46216319,,31.63611987,36.01506059,22.23173485,,33.6964661,40.02876503,24.74885383,14.05588036,16.25348507,,32.72592806,31.42162694,21.61752258,13.38006762,29.61893885,25.12936165,35.35963468,50.93619152,35.69032829,12.9312652,8.888115548,14.25797681,26.54650631,38.43933716,27.0021063,37.03348404,35.88248657,34.03700562,24.03038657,45.43445004,37.22423641,24.53634281,26.91500697,21.01352661,4,0,0,0,1,0,0,0,0
1154,1155,113.6870438,34.82129421,3.560504144,29.28410365,57.47604344,12.63193219,11.70499169,7.940229215,20.44000587,36.39282696,14.87276506,33.63981998,29.3550675,25.84400635,9.738524825,33.45955569,19.15621683,,31.19613152,36.87734792,21.94988237,,33.17000725,39.64823315,23.65772585,14.44226714,16.16006873,,32.5369397,29.50519707,21.67506814,12.82068933,29.77617315,25.22570086,35.35316571,49.19035326,,12.65279797,,13.01706651,25.78766346,37.48430933,26.36736427,35.96236961,34.94192727,33.20789427,23.37390636,44.1473642,36.43969324,28.17680409,25.77992484,21.23076601,4,0,0,0,1,0,0,0,0
1155,1156,113.6802096,34.82276394,0.798443694,13.93245436,55.76694198,30.30060317,5.959544738,7.919833361,20.26242767,36.53701337,14.49278429,34.70913277,30.16404392,26.20801767,9.970001221,30.27400614,19.40122305,24.89500618,31.66145181,38.67351205,22.11572171,,32.09667309,40.51188547,24.44127027,13.39737581,15.97604447,,33.05137378,30.65058163,22.20076549,13.01654763,30.15945706,25.20093778,35.84203419,50.44677519,,12.91410769,8.869995117,13.71728146,25.84611115,39.53652777,27.19392994,36.88286329,36.00086686,33.90388126,23.46228356,44.91609334,36.74106309,27.33789277,25.71984621,20.92775631,4,0,0,0,1,0,0,0,0
1156,1157,113.6802096,34.82276394,1.255245384,13.93245436,55.76694198,30.30060317,5.959544738,7.919833361,20.26242767,36.53701337,14.49278429,34.70913277,30.16404392,26.20801767,9.970001221,30.27400614,19.40122305,24.89500618,31.66145181,38.67351205,22.11572171,,32.09667309,40.51188547,24.44127027,13.39737581,15.97604447,,33.05137378,30.65058163,22.20076549,13.01654763,30.15945706,25.20093778,35.84203419,50.44677519,,12.91410769,8.869995117,13.71728146,25.84611115,39.53652777,27.19392994,36.88286329,36.00086686,33.90388126,23.46228356,44.91609334,36.74106309,27.33789277,25.71984621,20.92775631,4,0,0,0,1,0,0,0,0
1157,1158,113.670372,34.82589815,1.469540182,12.10655667,54.73063379,31.07373058,14.19921233,8.094999412,20.83340301,35.80271019,14.59364291,34.0027912,29.58153829,25.05819395,,32.14585675,19.4229473,22.75214621,31.85252256,38.71661964,22.3292983,,32.9479795,40.44776945,24.23906262,12.60785772,16.05213223,,32.84749157,30.40610643,21.16283681,13.01913033,30.09052564,25.24114314,35.20987302,50.08038147,,12.7633812,,12.73401489,26.0641325,38.69596603,27.25661688,36.67659006,35.46333967,33.85275784,23.42280133,45.19456327,36.81624822,27.82790094,27.19814443,21.27649573,4,0,0,0,1,0,0,0,0
1158,1159,113.6656932,34.82627373,1.339599605,21.57980573,61.56569196,15.77662933,12.66636048,8.093488686,20.87700787,35.8195132,14.52667214,34.15600643,29.24124378,24.03755361,9.807150705,32.81667399,18.48872194,22.50727437,32.09313145,37.87920624,21.74748393,,33.27744098,40.17163873,24.00565959,12.91675644,15.89259753,,32.33783281,30.06291701,21.1851619,13.05696627,29.73385715,25.24220612,34.74147121,50.27072056,,12.76132663,,,26.75850601,38.59654559,26.60857837,36.61333908,35.16079756,33.73063068,23.0503777,44.65139022,36.72488041,27.96734031,26.68736305,21.49992887,4,0,0,0,1,0,0,0,0
1159,1160,113.6624159,34.81827048,1.073702267,19.84849548,34.4859868,45.66551735,7.456168181,7.18939894,19.96011101,35.66304325,14.7081199,35.85289798,,24.7188344,9.696307875,33.37067034,19.6062884,24.01366709,31.70175629,36.95000487,22.34263714,,34.76962667,40.64174154,24.89696375,14.42778279,16.21286257,,33.12247514,31.80405648,21.82783309,12.79363174,29.72211215,25.24711311,34.7571116,49.96274714,35.57706227,12.96350594,9.167778863,13.2561816,25.81642084,37.7438405,27.09504787,37.79805693,36.42423737,34.02155944,23.45741385,45.88440155,37.63588142,25.26750488,26.38075562,20.85783824,4,0,0,0,1,0,0,0,0
1160,1161,113.6667908,34.82201712,1.378756268,13.83781522,39.31555535,45.69235328,7.07001939,7.631021916,20.51000691,35.82225513,14.66623155,34.94270968,29.39562988,24.29557123,9.84000651,33.09851098,19.55418729,22.88503744,31.55747619,37.87653616,22.6580365,,32.40082382,40.90834949,24.36850491,13.62563019,15.89428308,,33.32925529,31.59163113,21.40490008,12.64025956,30.04613608,25.35239646,35.02933296,50.69569434,,12.71288128,9.35889011,13.26905169,26.34114538,39.4521034,27.0703517,37.40157832,35.585226,34.38296904,23.80300617,45.71616829,37.29291583,26.82707959,26.95317174,21.12750567,4,0,0,0,1,0,0,0,0
